ISLAND,GRID_ID,CORAL_FREQ,CORAL_MEAN,CORAL_SD,CCA_FREQ,CCA_MEAN,CCA_SD,MACROALGAE_FREQ,MACROALGAE_MEAN,MACROALGAE_SD,SURF_FREQ,SURF_MEAN,SURF_SD,SURF_SUM,TED_FREQ,TED_MEAN,TED_SD,TED_SUM,population_status,hum_pop,distant_hum_pop,group 
HAW,32,,,,,,,,,,102,100890.2802,10181.0146,10290808.58,7821,0.006003793,0.034991036,46.9556652,1,185079,96224,9
HAW,33,1,25,,1,8,,1,2,,102,100890.2802,10181.0146,10290808.58,7819,0.006039009,0.035702618,47.2190082,1,185079,96224,9
HAW,34,1,15,,1,8,,1,0,,102,100890.2802,10181.0146,10290808.58,7820,0.00606499,0.035978295,47.4282249,1,185079,96224,9
HAW,35,1,15,,1,2,,1,2,,68,101027.4253,10193.0145,6869864.918,7941,0.006058093,0.03475672,48.1073136,1,185079,96224,9
HAW,36,,,,,,,,,,68,101027.4253,10193.0145,6869864.918,7812,0.006069925,0.035879151,47.4182525,1,185079,96224,9
HAW,37,2,11.5,4.949747468,2,11.5,4.949747468,2,1,1.414213562,102,101035.0978,10168.23029,10305579.98,7876,0.006039299,0.035792515,47.5655217,1,185079,96224,9
HAW,38,,,,,,,,,,102,101035.0978,10168.23029,10305579.98,7878,0.006022695,0.03577536,47.4467927,1,185079,96224,9
HAW,39,,,,,,,,,,102,101035.0978,10168.23029,10305579.98,7890,0.005973714,0.035340503,47.1326046,1,185079,96224,9
HAW,40,,,,,,,,,,68,101044.3561,10194.35951,6871016.218,8041,0.006214968,0.036128719,49.9745537,1,185079,96224,9
HAW,41,,,,,,,,,,68,101044.3561,10194.35951,6871016.218,8041,0.006211946,0.036384971,49.9502608,1,185079,96224,9
HAW,42,,,,,,,,,,102,101046.3851,10169.11928,10306731.28,7887,0.006017385,0.035742385,47.4591189,1,185079,96224,9
HAW,43,,,,,,,,,,102,101046.3851,10169.11928,10306731.28,7887,0.006038928,0.035749486,47.6290284,1,185079,96224,9
HAW,44,,,,,,,,,,102,101046.3851,10169.11928,10306731.28,7882,0.005997916,0.035342694,47.275577,1,185079,96224,9
HAW,45,,,,,,,,,,68,101050.4429,10194.43239,6871430.118,7833,0.00607408,0.035754201,47.5782702,1,185079,96224,9
HAW,46,,,,,,,,,,68,101050.4429,10194.43239,6871430.118,7816,0.006052294,0.035714274,47.3047317,1,185079,96224,9
HAW,47,,,,,,,,,,102,67368.05116,48584.08978,6871541.218,7777,0.006207001,0.036631039,48.27185,1,185079,96224,9
HAW,48,,,,,,,,,,102,67368.05116,48584.08978,6871541.218,7778,0.006242776,0.036542756,48.5563091,1,185079,96224,9
HAW,49,,,,,,,,,,102,67368.05116,48584.08978,6871541.218,7805,0.006173642,0.03627965,48.1852737,1,185079,96224,9
HAW,50,,,,,,,,,,102,67368.05116,48584.08978,6871541.218,7815,0.006096458,0.035884805,47.6438223,1,185079,96224,9
HAW,51,,,,,,,,,,68,50526.85528,51407.15096,3435826.159,7813,0.006094959,0.035957809,47.6199116,1,185079,96224,9
HAW,52,,,,,,,,,,102,67368.76684,48584.66381,6871614.218,7819,0.006118687,0.03596916,47.842014,1,185079,96224,9
HAW,53,,,,,,,,,,102,67368.76684,48584.66381,6871614.218,7820,0.006058802,0.035535333,47.3798348,1,185079,96224,9
HAW,54,,,,,,,,,,102,67368.76684,48584.66381,6871614.218,7810,0.006021666,0.035427276,47.0292128,1,185079,96224,9
HAW,55,,,,,,,,,,102,67368.76684,48584.66381,6871614.218,7815,0.006062934,0.035455405,47.3818291,1,185079,96224,9
HAW,56,,,,,,,,,,68,50527.92881,51408.32571,3435899.159,7813,0.00608304,0.035687477,47.5267948,1,185079,96224,9
HAW,57,,,,,,,,,,102,67369.48253,48585.23783,6871687.218,7813,0.006089543,0.035704154,47.5776013,1,185079,96224,9
HAW,58,,,,,,,,,,102,67369.48253,48585.23783,6871687.218,7809,0.006080638,0.035690972,47.483704,1,185079,96224,9
HAW,59,,,,,,,,,,102,67369.48253,48585.23783,6871687.218,7874,0.00607697,0.03567725,47.8500618,1,185079,96224,9
HAW,60,,,,,,,,,,102,67369.48253,48585.23783,6871687.218,7876,0.006007239,0.035346987,47.3130131,1,185079,96224,9
HAW,61,,,,,,,,,,68,101052.59,10195.48044,6871576.118,7884,0.00605039,0.035400772,47.7012772,1,185079,96224,9
HAW,62,,,,,,,,,,102,101050.9017,10169.86987,10307191.98,7891,0.006031699,0.035362527,47.5961351,1,185079,96224,9
HAW,63,,,,,,,,,,102,101050.9017,10169.86987,10307191.98,7892,0.006027062,0.0353383,47.5655751,1,185079,96224,9
HAW,64,,,,,,,,,,102,101050.9017,10169.86987,10307191.98,7894,0.006074578,0.035540524,47.9527204,1,185079,96224,9
HAW,65,,,,,,,,,,102,101050.9017,10169.86987,10307191.98,7887,0.006124872,0.035840589,48.3068664,1,185079,96224,9
HAW,66,,,,,,,,,,68,101050.0576,10194.96467,6871403.918,7879,0.006141162,0.035875852,48.3862188,1,185079,96224,9
HAW,67,,,,,,,,,,102,101036.3164,10167.42169,10305704.28,7835,0.00619836,0.036047703,48.5641541,1,185079,96224,9
HAW,68,,,,,,,,,,102,101036.3164,10167.42169,10305704.28,7838,0.006208565,0.035895111,48.6627308,1,185079,96224,9
HAW,69,,,,,,,,,,102,101036.3164,10167.42169,10305704.28,7836,0.006239922,0.036032622,48.8960273,1,185079,96224,9
HAW,70,,,,,,,,,,102,101036.3164,10167.42169,10305704.28,7908,0.006151367,0.035653707,48.6450138,1,185079,96224,9
HAW,71,,,,,,,,,,68,101028.1797,10191.27321,6869916.218,7932,0.006143651,0.03561899,48.7314404,1,185079,96224,9
HAW,72,,,,,,,,,,102,101135.6419,10149.647,10315835.48,7943,0.006042477,0.035088257,47.9953939,1,185079,96224,9
HAW,73,,,,,,,,,,102,101135.6419,10149.647,10315835.48,7941,0.005990638,0.03482499,47.5716558,1,185079,96224,9
HAW,74,,,,,,,,,,102,101135.6419,10149.647,10315835.48,7945,0.006045855,0.035003396,48.0343169,1,185079,96224,9
HAW,75,,,,,,,,,,102,101135.6419,10149.647,10315835.48,7982,0.006379845,0.038115507,50.9239265,1,185079,96224,9
HAW,76,,,,,,,,,,68,101179.7003,10164.76634,6880219.618,7984,0.00648615,0.0391179,51.7854182,1,185079,96224,9
HAW,77,,,,,,,,,,102,101227.9645,10132.3801,10325252.38,7984,0.006497344,0.0391244,51.874797,1,185079,96224,9
HAW,78,,,,,,,,,,102,101227.9645,10132.3801,10325252.38,7980,0.006503334,0.039140611,51.8966057,1,185079,96224,9
HAW,79,,,,,,,,,,102,101227.9645,10132.3801,10325252.38,7976,0.006512961,0.03916302,51.9473749,1,185079,96224,9
HAW,80,,,,,,,,,,102,101227.9645,10132.3801,10325252.38,7978,0.006423271,0.038230417,51.2448583,1,185079,96224,9
HAW,81,,,,,,,,,,68,101337.5297,10140.46419,6890952.019,7917,0.006557252,0.03888017,51.9137632,1,185079,96224,9
HAW,82,,,,,,,,,,102,101343.7429,10115.17251,10337061.78,7912,0.006451932,0.038202229,51.047687,1,185079,96224,9
HAW,83,,,,,,,,,,102,101343.7429,10115.17251,10337061.78,7907,0.006452997,0.038205109,51.0238487,1,185079,96224,9
HAW,84,,,,,,,,,,102,101343.7429,10115.17251,10337061.78,7908,0.006360143,0.037159913,50.2960138,1,185079,96224,9
HAW,85,,,,,,,,,,102,101343.7429,10115.17251,10337061.78,7909,0.006367279,0.037190858,50.3588133,1,185079,96224,9
HAW,86,,,,,,,,,,68,101340.3312,10141.20472,6891142.519,7902,0.006405901,0.037281214,50.6194295,1,185079,96224,9
HAW,87,,,,,,,,,,102,101355.7361,10118.54351,10338285.08,7897,0.006369799,0.03712111,50.3023057,1,185079,96224,9
HAW,88,,,,,,,,,,102,101355.7361,10118.54351,10338285.08,7884,0.006450438,0.037566895,50.8552494,1,185079,96224,9
HAW,89,,,,,,,,,,102,101355.7361,10118.54351,10338285.08,7848,0.00648688,0.037651324,50.9090331,1,185079,96224,9
HAW,90,,,,,,,,,,102,101355.7361,10118.54351,10338285.08,7846,0.006398137,0.036827553,50.1997829,1,185079,96224,9
HAW,91,,,,,,,,,,102,101386.741,10121.33961,10341447.58,7840,0.006471195,0.037198187,50.7341679,1,185079,96224,9
HAW,92,,,,,,,,,,102,101386.741,10121.33961,10341447.58,7921,0.006305071,0.036165613,49.9424699,1,185079,96224,9
HAW,93,,,,,,,,,,102,101386.741,10121.33961,10341447.58,7941,0.006306076,0.036126503,50.0765532,1,185079,96224,9
HAW,94,,,,,,,,,,102,101386.741,10121.33961,10341447.58,7948,0.006229827,0.035710882,49.5146689,1,185079,96224,9
HAW,95,,,,,,,,,,102,101386.741,10121.33961,10341447.58,7951,0.006222402,0.035686733,49.4743209,1,185079,96224,9
HAW,96,,,,,,,,,,102,101402.4782,10124.78658,10343052.78,7948,0.006184962,0.035618964,49.1580772,1,185079,96224,9
HAW,97,,,,,,,,,,102,101402.4782,10124.78658,10343052.78,7947,0.006107507,0.035175261,48.5363592,1,185079,96224,9
HAW,98,,,,,,,,,,102,101402.4782,10124.78658,10343052.78,7987,0.006646877,0.039369068,53.0886048,1,185079,96224,9
HAW,99,,,,,,,,,,102,101402.4782,10124.78658,10343052.78,7988,0.006773568,0.040355143,54.1072622,1,185079,96224,9
HAW,100,,,,,,,,,,102,101402.4782,10124.78658,10343052.78,7981,0.006765104,0.040364878,53.9922919,1,185079,96224,9
HAW,101,,,,,,,,,,102,101408.741,10125.48897,10343691.58,7978,0.006754239,0.040589684,53.8853158,1,185079,96224,9
HAW,102,,,,,,,,,,102,101408.741,10125.48897,10343691.58,7981,0.006728539,0.040500002,53.7004699,1,185079,96224,9
HAW,103,,,,,,,,,,102,101408.741,10125.48897,10343691.58,7913,0.00683661,0.040956027,54.0980935,1,185079,96224,9
HAW,104,,,,,,,,,,102,101408.741,10125.48897,10343691.58,7908,0.006905308,0.041208697,54.6071754,1,185079,96224,9
HAW,105,,,,,,,,,,68,101404.3576,10150.55337,6895496.319,7901,0.006886684,0.041160412,54.4116894,1,185079,96224,9
HAW,106,,,,,,,,,,102,101404.0321,10125.34941,10343211.28,7901,0.006875776,0.041139218,54.3255061,1,185079,96224,9
HAW,107,,,,,,,,,,102,101404.0321,10125.34941,10343211.28,7907,0.00686875,0.040996999,54.3112048,1,185079,96224,9
HAW,108,,,,,,,,,,102,101404.0321,10125.34941,10343211.28,7898,0.006917221,0.04125457,54.6322147,1,185079,96224,9
HAW,109,,,,,,,,,,102,101404.0321,10125.34941,10343211.28,7894,0.006891321,0.040959938,54.4000865,1,185079,96224,9
HAW,110,1,8,,1,0,,1,0,,68,101404.3576,10150.55337,6895496.319,7879,0.006901871,0.040995195,54.3798445,1,185079,96224,9
HAW,111,1,45,,1,2,,1,0,,102,101499.8753,10132.57175,10352987.28,7839,0.006961544,0.041166642,54.5715454,1,185079,96224,9
HAW,112,1,15,,1,0,,1,0,,102,101499.8753,10132.57175,10352987.28,7833,0.006864524,0.040701631,53.7698145,1,185079,96224,9
HAW,113,,,,,,,,,,102,101499.8753,10132.57175,10352987.28,7831,0.0068527,0.040651725,53.6634969,1,185079,96224,9
HAW,114,2,21.5,19.09188309,2,1,1.414213562,2,0,0,102,101499.8753,10132.57175,10352987.28,7918,0.006828339,0.0407534,54.0667858,1,185079,96224,9
HAW,115,1,15,,1,2,,1,8,,68,101547.1459,10160.93388,6905205.919,7932,0.006778555,0.040412302,53.7675005,1,185079,96224,9
HAW,116,1,15,,1,0,,1,2,,102,101577.4292,10138.39853,10360897.78,7946,0.00667494,0.039225103,53.039074,1,185079,96224,9
HAW,117,2,20,7.071067812,2,2,0,2,4,5.656854249,102,101577.4292,10138.39853,10360897.78,7983,0.006989737,0.040683506,55.7990679,1,185079,96224,9
HAW,118,,,,,,,,,,102,101577.4292,10138.39853,10360897.78,7976,0.006991003,0.04069683,55.7602411,1,185079,96224,9
HAW,119,1,15,,1,0,,1,0,,102,101577.4292,10138.39853,10360897.78,7973,0.007022176,0.041021865,55.9878082,1,185079,96224,9
HAW,120,2,15,0,2,2,0,2,7.5,10.60660172,68,101664.4532,10169.03559,6913182.819,7978,0.007088109,0.041246432,56.5489305,1,185079,96224,9
HAW,121,1,8,,1,0,,1,0,,68,101664.4532,10169.03559,6913182.819,7970,0.007039935,0.04006608,56.1082842,1,185079,96224,9
HAW,122,1,15,,1,2,,1,15,,102,101665.2321,10145.43537,10369853.68,7971,0.007056168,0.039786719,56.2447186,1,185079,96224,9
HAW,123,2,11.5,4.949747468,2,4,5.656854249,2,0,0,102,101665.2321,10145.43537,10369853.68,7970,0.00698312,0.039283089,55.6554664,1,185079,96224,9
HAW,124,,,,,,,,,,102,101665.2321,10145.43537,10369853.68,7969,0.006945943,0.039179488,55.3522186,1,185079,96224,9
HAW,125,2,11.5,4.949747468,2,5,4.242640687,2,12.5,17.67766953,68,101652.3929,10171.24529,6912362.719,7906,0.007017873,0.039345877,55.4833068,1,185079,96224,9
HAW,126,1,8,,1,0,,1,0,,68,101652.3929,10171.24529,6912362.719,7898,0.007166773,0.040926579,56.6031716,1,185079,96224,9
HAW,127,1,15,,1,2,,1,2,,102,101679.4723,10147.20074,10371306.18,7892,0.007010711,0.039664545,55.3285295,1,185079,96224,9
HAW,128,2,20,7.071067812,2,4,5.656854249,2,0,0,102,101679.4723,10147.20074,10371306.18,7892,0.006971706,0.039408233,55.0206999,1,185079,96224,9
HAW,129,,,,,,,,,,102,101679.4723,10147.20074,10371306.18,7889,0.007015751,0.040044326,55.3472587,1,185079,96224,9
HAW,130,2,20,7.071067812,2,1,1.414213562,2,1,1.414213562,68,101700.2106,10174.24345,6915614.319,7884,0.006953081,0.039736594,54.818094,1,185079,96224,9
HAW,131,1,25,,1,8,,1,0,,68,101700.2106,10174.24345,6915614.319,7880,0.006966796,0.039737036,54.8983532,1,185079,96224,9
HAW,132,1,8,,1,2,,1,2,,102,101711.3508,10149.13381,10374557.78,7829,0.007073751,0.04028766,55.3803927,1,185079,96224,9
HAW,133,1,15,,1,8,,1,0,,102,101711.3508,10149.13381,10374557.78,7827,0.007065007,0.040269708,55.2978106,1,185079,96224,9
HAW,134,1,15,,1,8,,1,2,,102,101711.3508,10149.13381,10374557.78,7868,0.007423243,0.042989538,58.4060742,1,185079,96224,9
HAW,135,2,20,7.071067812,2,8,0,2,0,0,102,101711.3508,10149.13381,10374557.78,7862,0.007479864,0.04316438,58.8066895,1,185079,96224,9
HAW,136,,,,,,,,,,68,101733.6312,10174.52322,6917886.919,7957,0.007395309,0.04288276,58.8444764,1,185079,96224,9
HAW,137,,,,,,,,,,102,101726.0665,10147.55346,10376058.78,7970,0.007518464,0.044161843,59.9221595,1,185079,96224,9
HAW,138,,,,,,,,,,102,101726.0665,10147.55346,10376058.78,7974,0.007527903,0.044161468,60.0274978,1,185079,96224,9
HAW,139,,,,,,,,,,102,101726.0665,10147.55346,10376058.78,7972,0.007530851,0.044005997,60.0359463,1,185079,96224,9
HAW,140,,,,,,,,,,102,101726.0665,10147.55346,10376058.78,7969,0.007403843,0.043075449,59.0012243,1,185079,96224,9
HAW,141,,,,,,,,,,68,101722.2841,10171.88336,6917115.319,7970,0.007542471,0.044386013,60.1134961,1,185079,96224,9
HAW,142,,,,,,,,,,102,101712.2988,10144.85757,10374654.48,7974,0.007487162,0.043901519,59.7026273,1,185079,96224,9
HAW,143,,,,,,,,,,102,101712.2988,10144.85757,10374654.48,7969,0.007533403,0.04417409,60.0336909,1,185079,96224,9
HAW,144,,,,,,,,,,102,101712.2988,10144.85757,10374654.48,7969,0.007553019,0.044183017,60.1900106,1,185079,96224,9
HAW,145,,,,,,,,,,102,101712.2988,10144.85757,10374654.48,7963,0.007538453,0.044141461,60.0286988,1,185079,96224,9
HAW,146,,,,,,,,,,68,101701.6326,10167.81396,6915711.019,7904,0.007640087,0.044350726,60.387245,1,185079,96224,9
HAW,147,,,,,,,,,,102,101699.2469,10142.48246,10373323.18,7898,0.007545236,0.043500932,59.5922747,1,185079,96224,9
HAW,148,,,,,,,,,,102,101699.2469,10142.48246,10373323.18,7895,0.007612243,0.043863149,60.0986618,1,185079,96224,9
HAW,149,,,,,,,,,,102,101699.2469,10142.48246,10373323.18,7929,0.007865424,0.045948355,62.3649449,1,185079,96224,9
HAW,150,,,,,,,,,,68,101693.4018,10166.90163,6915151.319,7926,0.007906865,0.046180214,62.6698152,1,185079,96224,9
HAW,151,,,,,,,,,,68,101693.4018,10166.90163,6915151.319,7926,0.008036197,0.047220398,63.6948936,1,185079,96224,9
HAW,152,,,,,,,,,,102,101678.4478,10141.47661,10371201.68,7919,0.008025492,0.047237514,63.5538682,1,185079,96224,9
HAW,153,,,,,,,,,,102,101678.4478,10141.47661,10371201.68,7913,0.008090095,0.047345949,64.016921,1,185079,96224,9
HAW,154,,,,,,,,,,102,101678.4478,10141.47661,10371201.68,7796,0.007957019,0.046685776,62.0329174,1,185079,96224,9
HAW,155,,,,,,,,,,102,101678.4478,10141.47661,10371201.68,7800,0.008015505,0.046956246,62.5209419,1,185079,96224,9
HAW,156,,,,,,,,,,68,101671.5076,10166.80752,6913662.519,7794,0.008013362,0.046968945,62.4561452,1,185079,96224,9
HAW,157,,,,,,,,,,102,101664.5674,10141.73615,10369785.88,7862,0.007995241,0.047011435,62.8585831,1,185079,96224,9
HAW,158,,,,,,,,,,102,101664.5674,10141.73615,10369785.88,7881,0.007892058,0.046541715,62.1973072,1,185079,96224,9
HAW,159,,,,,,,,,,102,101664.5674,10141.73615,10369785.88,7895,0.007883345,0.046498607,62.2390073,1,185079,96224,9
HAW,160,,,,,,,,,,102,101664.5674,10141.73615,10369785.88,7896,0.007932988,0.046556793,62.6388715,1,185079,96224,9
HAW,161,,,,,,,,,,68,101649.6135,10166.65908,6912173.719,7902,0.007925618,0.046518273,62.6282337,1,185079,96224,9
HAW,162,,,,,,,,,,102,101731.9645,10134.7775,10376660.38,7896,0.00786711,0.046271838,62.118702,1,185079,96224,9
HAW,163,,,,,,,,,,102,101731.9645,10134.7775,10376660.38,7938,0.008229604,0.048618551,65.3265962,1,185079,96224,9
HAW,164,,,,,,,,,,102,101731.9645,10134.7775,10376660.38,7942,0.008276802,0.049258143,65.7343646,1,185079,96224,9
HAW,165,,,,,,,,,,102,101731.9645,10134.7775,10376660.38,7935,0.008235563,0.0487546,65.3491934,1,185079,96224,9
HAW,166,,,,,,,,,,68,101773.6768,10156.59929,6920610.019,7940,0.008263947,0.04877851,65.61574,1,185079,96224,9
HAW,167,,,,,,,,,,68,101773.6768,10156.59929,6920610.019,7936,0.008262083,0.048796826,65.5678896,1,185079,96224,9
HAW,168,,,,,,,,,,102,101831.2547,10128.28472,10386787.98,7871,0.008361351,0.048997974,65.8121976,1,185079,96224,9
HAW,169,,,,,,,,,,102,101831.2547,10128.28472,10386787.98,7869,0.008393856,0.049290615,66.051252,1,185079,96224,9
HAW,170,,,,,,,,,,102,101831.2547,10128.28472,10386787.98,7865,0.008274601,0.048734075,65.0797371,1,185079,96224,9
HAW,171,,,,,,,,,,68,101921.5385,10145.35743,6930664.62,8002,0.0086822,0.05029644,69.4749617,1,185079,96224,9
HAW,172,2,30,7.071067812,2,8.5,9.192388155,2,1,1.414213562,68,101921.5385,10145.35743,6930664.62,7994,0.00863218,0.049961435,69.0056467,1,185079,96224,9
HAW,173,,,,,,,,,,102,101927.2929,10119.63678,10396583.88,7991,0.008514158,0.049048172,68.0366404,1,185079,96224,9
HAW,174,1,25,,1,2,,1,0,,102,101927.2929,10119.63678,10396583.88,7847,0.008281551,0.048358621,64.9853344,1,185079,96224,9
HAW,175,2,20,7.071067812,2,8.5,9.192388155,2,1,1.414213562,102,101927.2929,10119.63678,10396583.88,7870,0.008363616,0.048646826,65.8216582,1,185079,96224,9
HAW,176,,,,,,,,,,68,101942.6062,10144.88065,6932097.22,7822,0.008525632,0.04949697,66.6874906,1,185079,96224,9
HAW,177,1,25,,1,2,,1,0,,68,101942.6062,10144.88065,6932097.22,7825,0.008470342,0.049085701,66.2804251,1,185079,96224,9
HAW,178,1,15,,1,15,,1,2,,102,101941.338,10119.31656,10398016.48,7825,0.008597088,0.049964225,67.2722117,1,185079,96224,9
HAW,179,1,15,,1,8,,1,0,,102,101941.338,10119.31656,10398016.48,7893,0.008420635,0.049068639,66.4640683,1,185079,96224,9
HAW,180,1,8,,1,2,,1,0,,102,101941.338,10119.31656,10398016.48,7915,0.008303587,0.048701433,65.7228888,1,185079,96224,9
HAW,181,2,15,0,2,5,4.242640687,2,0,0,68,101938.8018,10143.61143,6931838.52,7926,0.008340015,0.049176939,66.1029621,1,185079,96224,9
HAW,182,1,15,,1,2,,1,0,,68,101938.8018,10143.61143,6931838.52,8093,0.008897306,0.051581489,72.0058937,1,185079,96224,9
HAW,183,1,25,,1,8,,1,0,,102,101943.589,10117.68121,10398246.08,7931,0.008331901,0.049026659,66.0803099,1,185079,96224,9
HAW,184,2,15,0,2,8,0,2,1,1.414213562,102,101943.589,10117.68121,10398246.08,7929,0.008299158,0.049020064,65.8040269,1,185079,96224,9
HAW,185,,,,,,,,,,102,101943.589,10117.68121,10398246.08,8104,0.008839781,0.051092198,71.6375864,1,185079,96224,9
HAW,186,2,30,7.071067812,2,5,4.242640687,2,0,0,102,101943.589,10117.68121,10398246.08,8006,0.008660149,0.050977702,69.333155,1,185079,96224,9
HAW,187,1,15,,1,8,,1,0,,68,101945.9826,10142.42091,6932326.82,7971,0.008711447,0.050793903,69.4389446,1,185079,96224,9
HAW,188,2,20,7.071067812,2,2,0,2,0,0,68,101945.9826,10142.42091,6932326.82,7972,0.008709046,0.050802209,69.4285178,1,185079,96224,9
HAW,189,,,,,,,,,,102,102004.5527,10108.61021,10404464.38,7977,0.008673217,0.05060224,69.1862493,1,185079,96224,9
HAW,190,3,18.33333333,5.773502692,3,6,3.464101615,3,0.666666667,1.154700538,102,102004.5527,10108.61021,10404464.38,8075,0.009513175,0.056022636,76.818891,1,185079,96224,9
HAW,191,,,,,,,,,,102,102004.5527,10108.61021,10404464.38,7905,0.008647832,0.050244756,68.3611094,1,185079,96224,9
HAW,192,,,,,,,,,,68,102037.4282,10128.61542,6938545.12,7901,0.008725606,0.05105377,68.941014,1,185079,96224,9
HAW,193,2,15,0,2,5,4.242640687,2,2,0,68,102037.4282,10128.61542,6938545.12,7903,0.008808021,0.051327324,69.6097881,1,185079,96224,9
HAW,194,,,,,,,,,,102,102036.1704,10095.86492,10407689.38,8080,0.009280597,0.053811459,74.9872206,1,185079,96224,9
HAW,195,1,25,,1,15,,1,2,,102,102036.1704,10095.86492,10407689.38,7903,0.008809602,0.051245512,69.6222881,1,185079,96224,9
HAW,196,1,15,,1,8,,1,0,,102,102036.1704,10095.86492,10407689.38,7894,0.008733767,0.050449367,68.9443603,1,185079,96224,9
HAW,197,1,25,,1,15,,1,0,,68,102077.6738,10110.53461,6941281.82,8002,0.008648141,0.050306589,69.2024228,1,185079,96224,9
HAW,198,,,,,,,,,,68,102077.6738,10110.53461,6941281.82,8059,0.010164474,0.059538353,81.9154959,1,185079,96224,9
HAW,199,2,15,0,2,8.5,9.192388155,2,0,0,102,68054.51686,49049.81205,6941560.72,8058,0.010146767,0.060060739,81.7626501,1,185079,96224,9
HAW,200,,,,,,,,,,102,68054.51686,49049.81205,6941560.72,8059,0.009339604,0.055152859,75.2678664,1,185079,96224,9
HAW,201,,,,,,,,,,102,68054.51686,49049.81205,6941560.72,7982,0.009406741,0.055358811,75.0846058,1,185079,96224,9
HAW,202,,,,,,,,,,68,51020.92882,51886.41617,3469423.16,7982,0.00952064,0.055972979,75.9937493,1,185079,96224,9
HAW,203,,,,,,,,,,68,51020.92882,51886.41617,3469423.16,7998,0.00917143,0.053371176,73.3530945,1,185079,96224,9
HAW,204,,,,,,,,,,102,68110.18843,49087.91793,6947239.22,8111,0.012587255,0.105521923,102.0952279,1,185079,96224,9
HAW,205,,,,,,,,,,102,68110.18843,49087.91793,6947239.22,7977,0.009491069,0.055948548,75.7102583,1,185079,96224,9
HAW,206,,,,,,,,,,102,68110.18843,49087.91793,6947239.22,7977,0.009434522,0.055553093,75.259181,1,185079,96224,9
HAW,207,,,,,,,,,,68,51148.45529,52013.20018,3478094.96,7969,0.009347627,0.054825727,74.4912364,1,185079,96224,9
HAW,208,,,,,,,,,,68,51148.45529,52013.20018,3478094.96,7967,0.009335929,0.054106694,74.3793432,1,185079,96224,9
HAW,209,,,,,,,,,,102,68204.39725,49154.36754,6956848.52,7972,0.009142231,0.053043998,72.8818627,1,185079,96224,9
HAW,210,,,,,,,,,,102,68204.39725,49154.36754,6956848.52,7967,0.009211921,0.053178321,73.3913748,1,185079,96224,9
HAW,211,,,,,,,,,,102,68204.39725,49154.36754,6956848.52,7975,0.010262056,0.060654823,81.8398952,1,185079,96224,9
HAW,212,,,,,,,,,,102,68204.39725,49154.36754,6956848.52,7971,0.010139488,0.059907283,80.8218625,1,185079,96224,9
HAW,213,,,,,,,,,,68,102302.4944,10107.30288,6956569.62,7979,0.010319079,0.060689646,82.3359314,1,185079,96224,9
HAW,214,,,,,,,,,,102,102317.341,10083.74561,10436368.78,7930,0.010099338,0.060079729,80.0877505,1,185079,96224,9
HAW,215,,,,,,,,,,102,102317.341,10083.74561,10436368.78,8038,0.00994518,0.059535262,79.9393542,1,185079,96224,9
HAW,216,,,,,,,,,,102,102317.341,10083.74561,10436368.78,8040,0.00993221,0.059340232,79.8549652,1,185079,96224,9
HAW,217,,,,,,,,,,68,102331.6576,10112.78385,6958552.72,8043,0.01000427,0.059531205,80.4643457,1,185079,96224,9
HAW,218,,,,,,,,,,68,102331.6576,10112.78385,6958552.72,8043,0.010036556,0.059618918,80.7240213,1,185079,96224,9
HAW,219,,,,,,,,,,102,102366.7675,10079.26815,10441410.28,8037,0.010094276,0.059844906,81.1276976,1,185079,96224,9
HAW,220,,,,,,,,,,102,102366.7675,10079.26815,10441410.28,8033,0.010126179,0.059886777,81.3435982,1,185079,96224,9
HAW,221,,,,,,,,,,102,102366.7675,10079.26815,10441410.28,8030,0.010141946,0.059929154,81.4398244,1,185079,96224,9
HAW,222,,,,,,,,,,68,102392.0106,10099.45469,6962656.72,8023,0.010097714,0.059430778,81.0139599,1,185079,96224,9
HAW,223,,,,,,,,,,68,102392.0106,10099.45469,6962656.72,8045,0.010118922,0.059604342,81.4067237,1,185079,96224,9
HAW,224,,,,,,,,,,102,102439.6224,10064.98187,10448841.48,8018,0.010069753,0.059387206,80.7392785,1,185079,96224,9
HAW,225,,,,,,,,,,102,102439.6224,10064.98187,10448841.48,7943,0.010186408,0.059697533,80.9106368,1,185079,96224,9
HAW,226,,,,,,,,,,102,102439.6224,10064.98187,10448841.48,7935,0.010116035,0.059490233,80.2707342,1,185079,96224,9
HAW,227,,,,,,,,,,68,102485.9165,10078.77957,6969042.32,7932,0.010170633,0.059441813,80.6734585,1,185079,96224,9
HAW,228,,,,,,,,,,68,102485.9165,10078.77957,6969042.32,7922,0.010165529,0.059480737,80.5313184,1,185079,96224,9
HAW,229,,,,,,,,,,102,102506.0871,10046.30702,10455620.88,8010,0.012278581,0.096806736,98.3514332,1,185079,96224,9
HAW,230,,,,,,,,,,102,102506.0871,10046.30702,10455620.88,8004,0.012237293,0.096745451,97.9472964,1,185079,96224,9
HAW,231,,,,,,,,,,102,102506.0871,10046.30702,10455620.88,7953,0.012673928,0.106333724,100.795746,1,185079,96224,9
HAW,232,,,,,,,,,,102,102506.0871,10046.30702,10455620.88,7900,0.012726828,0.106571926,100.541944,1,185079,96224,9
HAW,233,,,,,,,,,,68,102540.6371,10063.22626,6972763.32,7897,0.012755707,0.106622466,100.7318152,1,185079,96224,9
